var,value_type,dataset_id,var_label
CPTCCS42,int32,GA_SID_2015q4_CORE,CCS: CPT 42
CPTCCS43,int32,GA_SID_2015q4_CORE,CCS: CPT 43
CPTCCS44,int32,GA_SID_2015q4_CORE,CCS: CPT 44
CPTCCS45,int32,GA_SID_2015q4_CORE,CCS: CPT 45
CPTCCS46,int32,GA_SID_2015q4_CORE,CCS: CPT 46
CPTCCS47,int32,GA_SID_2015q4_CORE,CCS: CPT 47
CPTCCS48,int32,GA_SID_2015q4_CORE,CCS: CPT 48
CPTCCS49,int32,GA_SID_2015q4_CORE,CCS: CPT 49
CPTCCS5,int32,GA_SID_2015q4_CORE,CCS: CPT 5
CPTCCS50,int32,GA_SID_2015q4_CORE,CCS: CPT 50
CPTCCS6,int32,GA_SID_2015q4_CORE,CCS: CPT 6
CPTCCS7,int32,GA_SID_2015q4_CORE,CCS: CPT 7
CPTCCS8,int32,GA_SID_2015q4_CORE,CCS: CPT 8
CPTCCS9,int32,GA_SID_2015q4_CORE,CCS: CPT 9
DIED,int32,GA_SID_2015q4_CORE,Died during hospitalization
DISPUB04,int32,GA_SID_2015q4_CORE,Disposition of patient (UB-04 standard coding)
DISPUNIFORM,int32,GA_SID_2015q4_CORE,Disposition of patient (uniform)
DISP_X,string,GA_SID_2015q4_CORE,Disposition of patient (as received from source)
DMONTH,int32,GA_SID_2015q4_CORE,Discharge month
DQTR,int32,GA_SID_2015q4_CORE,Discharge quarter
DRG,int32,GA_SID_2015q4_CORE,DRG in effect on discharge date
DRG32,int32,GA_SID_2015q4_CORE,"DRG, version 32"
DRGVER,int32,GA_SID_2015q4_CORE,DRG grouper version used on discharge date
DRG_NoPOA,int32,GA_SID_2015q4_CORE,"DRG in use on discharge date, calculated without POA"
DXPOA1,string,GA_SID_2015q4_CORE,"Diagnosis 1, present on admission indicator"
DXPOA10,string,GA_SID_2015q4_CORE,"Diagnosis 10, present on admission indicator"
DXPOA11,string,GA_SID_2015q4_CORE,"Diagnosis 11, present on admission indicator"
DXPOA12,string,GA_SID_2015q4_CORE,"Diagnosis 12, present on admission indicator"
DXPOA13,string,GA_SID_2015q4_CORE,"Diagnosis 13, present on admission indicator"
DXPOA14,string,GA_SID_2015q4_CORE,"Diagnosis 14, present on admission indicator"
DXPOA15,string,GA_SID_2015q4_CORE,"Diagnosis 15, present on admission indicator"
DXPOA16,string,GA_SID_2015q4_CORE,"Diagnosis 16, present on admission indicator"
DXPOA17,string,GA_SID_2015q4_CORE,"Diagnosis 17, present on admission indicator"
DXPOA18,string,GA_SID_2015q4_CORE,"Diagnosis 18, present on admission indicator"
DXPOA19,string,GA_SID_2015q4_CORE,"Diagnosis 19, present on admission indicator"
DXPOA2,string,GA_SID_2015q4_CORE,"Diagnosis 2, present on admission indicator"
DXPOA20,string,GA_SID_2015q4_CORE,"Diagnosis 20, present on admission indicator"
DXPOA21,string,GA_SID_2015q4_CORE,"Diagnosis 21, present on admission indicator"
DXPOA22,string,GA_SID_2015q4_CORE,"Diagnosis 22, present on admission indicator"
DXPOA23,string,GA_SID_2015q4_CORE,"Diagnosis 23, present on admission indicator"
DXPOA24,string,GA_SID_2015q4_CORE,"Diagnosis 24, present on admission indicator"
DXPOA25,string,GA_SID_2015q4_CORE,"Diagnosis 25, present on admission indicator"
DXPOA26,string,GA_SID_2015q4_CORE,"Diagnosis 26, present on admission indicator"
DXPOA27,string,GA_SID_2015q4_CORE,"Diagnosis 27, present on admission indicator"
DXPOA28,string,GA_SID_2015q4_CORE,"Diagnosis 28, present on admission indicator"
DXPOA29,string,GA_SID_2015q4_CORE,"Diagnosis 29, present on admission indicator"
DXPOA3,string,GA_SID_2015q4_CORE,"Diagnosis 3, present on admission indicator"
DXPOA30,string,GA_SID_2015q4_CORE,"Diagnosis 30, present on admission indicator"
DXPOA31,string,GA_SID_2015q4_CORE,"Diagnosis 31, present on admission indicator"
DXPOA32,string,GA_SID_2015q4_CORE,"Diagnosis 32, present on admission indicator"
DXPOA33,string,GA_SID_2015q4_CORE,"Diagnosis 33, present on admission indicator"
DXPOA34,string,GA_SID_2015q4_CORE,"Diagnosis 34, present on admission indicator"
DXPOA35,string,GA_SID_2015q4_CORE,"Diagnosis 35, present on admission indicator"
DXPOA36,string,GA_SID_2015q4_CORE,"Diagnosis 36, present on admission indicator"
DXPOA37,string,GA_SID_2015q4_CORE,"Diagnosis 37, present on admission indicator"
DXPOA38,string,GA_SID_2015q4_CORE,"Diagnosis 38, present on admission indicator"
DXPOA39,string,GA_SID_2015q4_CORE,"Diagnosis 39, present on admission indicator"
DXPOA4,string,GA_SID_2015q4_CORE,"Diagnosis 4, present on admission indicator"
DXPOA40,string,GA_SID_2015q4_CORE,"Diagnosis 40, present on admission indicator"
DXPOA41,string,GA_SID_2015q4_CORE,"Diagnosis 41, present on admission indicator"
DXPOA42,string,GA_SID_2015q4_CORE,"Diagnosis 42, present on admission indicator"
DXPOA43,string,GA_SID_2015q4_CORE,"Diagnosis 43, present on admission indicator"
DXPOA44,string,GA_SID_2015q4_CORE,"Diagnosis 44, present on admission indicator"
DXPOA45,string,GA_SID_2015q4_CORE,"Diagnosis 45, present on admission indicator"
DXPOA46,string,GA_SID_2015q4_CORE,"Diagnosis 46, present on admission indicator"
DXPOA47,string,GA_SID_2015q4_CORE,"Diagnosis 47, present on admission indicator"
DXPOA48,string,GA_SID_2015q4_CORE,"Diagnosis 48, present on admission indicator"
DXPOA49,string,GA_SID_2015q4_CORE,"Diagnosis 49, present on admission indicator"
DXPOA5,string,GA_SID_2015q4_CORE,"Diagnosis 5, present on admission indicator"
DXPOA50,string,GA_SID_2015q4_CORE,"Diagnosis 50, present on admission indicator"
DXPOA6,string,GA_SID_2015q4_CORE,"Diagnosis 6, present on admission indicator"
DXPOA7,string,GA_SID_2015q4_CORE,"Diagnosis 7, present on admission indicator"
DXPOA8,string,GA_SID_2015q4_CORE,"Diagnosis 8, present on admission indicator"
DXPOA9,string,GA_SID_2015q4_CORE,"Diagnosis 9, present on admission indicator"
DXVER,int32,GA_SID_2015q4_CORE,Diagnosis Version
DaysToEvent,int32,GA_SID_2015q4_CORE,Days from 'start date' to admission
E_POA1,string,GA_SID_2015q4_CORE,"E Cause 1, present on admission indicator"
E_POA2,string,GA_SID_2015q4_CORE,"E Cause 2, present on admission indicator"
E_POA3,string,GA_SID_2015q4_CORE,"E Cause 3, present on admission indicator"
E_POA4,string,GA_SID_2015q4_CORE,"E Cause 4, present on admission indicator"
E_POA5,string,GA_SID_2015q4_CORE,"E Cause 5, present on admission indicator"
E_POA6,string,GA_SID_2015q4_CORE,"E Cause 6, present on admission indicator"
E_POA7,string,GA_SID_2015q4_CORE,"E Cause 7, present on admission indicator"
E_POA8,string,GA_SID_2015q4_CORE,"E Cause 8, present on admission indicator"
E_POA9,string,GA_SID_2015q4_CORE,"E Cause 9, present on admission indicator"
FEMALE,int32,GA_SID_2015q4_CORE,Indicator of sex
HCUP_ED,int32,GA_SID_2015q4_CORE,HCUP Emergency Department service indicator
HCUP_OS,int32,GA_SID_2015q4_CORE,HCUP Observation Stay service indicator
HISPANIC,int32,GA_SID_2015q4_CORE,Hispanic ethnicity (uniform)
HISPANIC_X,string,GA_SID_2015q4_CORE,Hispanic ethnicity (as received from source)
HOSPID,int32,GA_SID_2015q4_CORE,HCUP hospital identification number
HOSPST,string,GA_SID_2015q4_CORE,Hospital state postal code
Homeless,int32,GA_SID_2015q4_CORE,Indicator that patient is homeless
I10_DX1,string,GA_SID_2015q4_CORE,ICD-10-CM Diagnosis 1
I10_DX10,string,GA_SID_2015q4_CORE,ICD-10-CM Diagnosis 10
I10_DX11,string,GA_SID_2015q4_CORE,ICD-10-CM Diagnosis 11
I10_DX12,string,GA_SID_2015q4_CORE,ICD-10-CM Diagnosis 12
I10_DX13,string,GA_SID_2015q4_CORE,ICD-10-CM Diagnosis 13
I10_DX14,string,GA_SID_2015q4_CORE,ICD-10-CM Diagnosis 14
I10_DX15,string,GA_SID_2015q4_CORE,ICD-10-CM Diagnosis 15
I10_DX16,string,GA_SID_2015q4_CORE,ICD-10-CM Diagnosis 16
I10_DX17,string,GA_SID_2015q4_CORE,ICD-10-CM Diagnosis 17
I10_DX18,string,GA_SID_2015q4_CORE,ICD-10-CM Diagnosis 18
I10_DX19,string,GA_SID_2015q4_CORE,ICD-10-CM Diagnosis 19
I10_DX2,string,GA_SID_2015q4_CORE,ICD-10-CM Diagnosis 2
I10_DX20,string,GA_SID_2015q4_CORE,ICD-10-CM Diagnosis 20
I10_DX21,string,GA_SID_2015q4_CORE,ICD-10-CM Diagnosis 21
I10_DX22,string,GA_SID_2015q4_CORE,ICD-10-CM Diagnosis 22
I10_DX23,string,GA_SID_2015q4_CORE,ICD-10-CM Diagnosis 23
I10_DX24,string,GA_SID_2015q4_CORE,ICD-10-CM Diagnosis 24
I10_DX25,string,GA_SID_2015q4_CORE,ICD-10-CM Diagnosis 25
I10_DX26,string,GA_SID_2015q4_CORE,ICD-10-CM Diagnosis 26
I10_DX27,string,GA_SID_2015q4_CORE,ICD-10-CM Diagnosis 27
I10_DX28,string,GA_SID_2015q4_CORE,ICD-10-CM Diagnosis 28
I10_DX29,string,GA_SID_2015q4_CORE,ICD-10-CM Diagnosis 29
I10_DX3,string,GA_SID_2015q4_CORE,ICD-10-CM Diagnosis 3
I10_DX30,string,GA_SID_2015q4_CORE,ICD-10-CM Diagnosis 30
I10_DX31,string,GA_SID_2015q4_CORE,ICD-10-CM Diagnosis 31
I10_DX32,string,GA_SID_2015q4_CORE,ICD-10-CM Diagnosis 32
I10_DX33,string,GA_SID_2015q4_CORE,ICD-10-CM Diagnosis 33
I10_DX34,string,GA_SID_2015q4_CORE,ICD-10-CM Diagnosis 34
I10_DX35,string,GA_SID_2015q4_CORE,ICD-10-CM Diagnosis 35
I10_DX36,string,GA_SID_2015q4_CORE,ICD-10-CM Diagnosis 36
I10_DX37,string,GA_SID_2015q4_CORE,ICD-10-CM Diagnosis 37
I10_DX38,string,GA_SID_2015q4_CORE,ICD-10-CM Diagnosis 38
I10_DX39,string,GA_SID_2015q4_CORE,ICD-10-CM Diagnosis 39
I10_DX4,string,GA_SID_2015q4_CORE,ICD-10-CM Diagnosis 4
I10_DX40,string,GA_SID_2015q4_CORE,ICD-10-CM Diagnosis 40
I10_DX41,string,GA_SID_2015q4_CORE,ICD-10-CM Diagnosis 41
I10_DX42,string,GA_SID_2015q4_CORE,ICD-10-CM Diagnosis 42
I10_DX43,string,GA_SID_2015q4_CORE,ICD-10-CM Diagnosis 43
I10_DX44,string,GA_SID_2015q4_CORE,ICD-10-CM Diagnosis 44
I10_DX45,string,GA_SID_2015q4_CORE,ICD-10-CM Diagnosis 45
I10_DX46,string,GA_SID_2015q4_CORE,ICD-10-CM Diagnosis 46
I10_DX47,string,GA_SID_2015q4_CORE,ICD-10-CM Diagnosis 47
I10_DX48,string,GA_SID_2015q4_CORE,ICD-10-CM Diagnosis 48
I10_DX49,string,GA_SID_2015q4_CORE,ICD-10-CM Diagnosis 49
I10_DX5,string,GA_SID_2015q4_CORE,ICD-10-CM Diagnosis 5
I10_DX50,string,GA_SID_2015q4_CORE,ICD-10-CM Diagnosis 50
I10_DX6,string,GA_SID_2015q4_CORE,ICD-10-CM Diagnosis 6
I10_DX7,string,GA_SID_2015q4_CORE,ICD-10-CM Diagnosis 7
I10_DX8,string,GA_SID_2015q4_CORE,ICD-10-CM Diagnosis 8
I10_DX9,string,GA_SID_2015q4_CORE,ICD-10-CM Diagnosis 9
I10_DXCCS1,int32,GA_SID_2015q4_CORE,ICD-10-CM CCS: diagnosis 1
I10_DXCCS10,int32,GA_SID_2015q4_CORE,ICD-10-CM CCS: diagnosis 10
I10_DXCCS11,int32,GA_SID_2015q4_CORE,ICD-10-CM CCS: diagnosis 11
I10_DXCCS12,int32,GA_SID_2015q4_CORE,ICD-10-CM CCS: diagnosis 12
I10_DXCCS13,int32,GA_SID_2015q4_CORE,ICD-10-CM CCS: diagnosis 13
I10_DXCCS14,int32,GA_SID_2015q4_CORE,ICD-10-CM CCS: diagnosis 14
I10_DXCCS15,int32,GA_SID_2015q4_CORE,ICD-10-CM CCS: diagnosis 15
I10_DXCCS16,int32,GA_SID_2015q4_CORE,ICD-10-CM CCS: diagnosis 16
I10_DXCCS17,int32,GA_SID_2015q4_CORE,ICD-10-CM CCS: diagnosis 17
I10_DXCCS18,int32,GA_SID_2015q4_CORE,ICD-10-CM CCS: diagnosis 18
I10_DXCCS19,int32,GA_SID_2015q4_CORE,ICD-10-CM CCS: diagnosis 19
I10_DXCCS2,int32,GA_SID_2015q4_CORE,ICD-10-CM CCS: diagnosis 2
I10_DXCCS20,int32,GA_SID_2015q4_CORE,ICD-10-CM CCS: diagnosis 20
I10_DXCCS21,int32,GA_SID_2015q4_CORE,ICD-10-CM CCS: diagnosis 21
I10_DXCCS22,int32,GA_SID_2015q4_CORE,ICD-10-CM CCS: diagnosis 22
I10_DXCCS23,int32,GA_SID_2015q4_CORE,ICD-10-CM CCS: diagnosis 23
I10_DXCCS24,int32,GA_SID_2015q4_CORE,ICD-10-CM CCS: diagnosis 24
I10_DXCCS25,int32,GA_SID_2015q4_CORE,ICD-10-CM CCS: diagnosis 25
I10_DXCCS26,int32,GA_SID_2015q4_CORE,ICD-10-CM CCS: diagnosis 26
I10_DXCCS27,int32,GA_SID_2015q4_CORE,ICD-10-CM CCS: diagnosis 27
I10_DXCCS28,int32,GA_SID_2015q4_CORE,ICD-10-CM CCS: diagnosis 28
I10_DXCCS29,int32,GA_SID_2015q4_CORE,ICD-10-CM CCS: diagnosis 29
I10_DXCCS3,int32,GA_SID_2015q4_CORE,ICD-10-CM CCS: diagnosis 3
I10_DXCCS30,int32,GA_SID_2015q4_CORE,ICD-10-CM CCS: diagnosis 30
I10_DXCCS31,int32,GA_SID_2015q4_CORE,ICD-10-CM CCS: diagnosis 31
I10_DXCCS32,int32,GA_SID_2015q4_CORE,ICD-10-CM CCS: diagnosis 32
I10_DXCCS33,int32,GA_SID_2015q4_CORE,ICD-10-CM CCS: diagnosis 33
I10_DXCCS34,int32,GA_SID_2015q4_CORE,ICD-10-CM CCS: diagnosis 34
I10_DXCCS35,int32,GA_SID_2015q4_CORE,ICD-10-CM CCS: diagnosis 35
I10_DXCCS36,int32,GA_SID_2015q4_CORE,ICD-10-CM CCS: diagnosis 36
I10_DXCCS37,int32,GA_SID_2015q4_CORE,ICD-10-CM CCS: diagnosis 37
I10_DXCCS38,int32,GA_SID_2015q4_CORE,ICD-10-CM CCS: diagnosis 38
I10_DXCCS39,int32,GA_SID_2015q4_CORE,ICD-10-CM CCS: diagnosis 39
I10_DXCCS4,int32,GA_SID_2015q4_CORE,ICD-10-CM CCS: diagnosis 4
I10_DXCCS40,int32,GA_SID_2015q4_CORE,ICD-10-CM CCS: diagnosis 40
I10_DXCCS41,int32,GA_SID_2015q4_CORE,ICD-10-CM CCS: diagnosis 41
I10_DXCCS42,int32,GA_SID_2015q4_CORE,ICD-10-CM CCS: diagnosis 42
I10_DXCCS43,int32,GA_SID_2015q4_CORE,ICD-10-CM CCS: diagnosis 43
I10_DXCCS44,int32,GA_SID_2015q4_CORE,ICD-10-CM CCS: diagnosis 44
I10_DXCCS45,int32,GA_SID_2015q4_CORE,ICD-10-CM CCS: diagnosis 45
I10_DXCCS46,int32,GA_SID_2015q4_CORE,ICD-10-CM CCS: diagnosis 46
I10_DXCCS47,int32,GA_SID_2015q4_CORE,ICD-10-CM CCS: diagnosis 47
I10_DXCCS48,int32,GA_SID_2015q4_CORE,ICD-10-CM CCS: diagnosis 48
I10_DXCCS49,int32,GA_SID_2015q4_CORE,ICD-10-CM CCS: diagnosis 49
I10_DXCCS5,int32,GA_SID_2015q4_CORE,ICD-10-CM CCS: diagnosis 5
I10_DXCCS50,int32,GA_SID_2015q4_CORE,ICD-10-CM CCS: diagnosis 50
I10_DXCCS6,int32,GA_SID_2015q4_CORE,ICD-10-CM CCS: diagnosis 6
I10_DXCCS7,int32,GA_SID_2015q4_CORE,ICD-10-CM CCS: diagnosis 7
I10_DXCCS8,int32,GA_SID_2015q4_CORE,ICD-10-CM CCS: diagnosis 8
I10_DXCCS9,int32,GA_SID_2015q4_CORE,ICD-10-CM CCS: diagnosis 9
I10_ECAUSE1,string,GA_SID_2015q4_CORE,ICD-10-CM E Cause 1
I10_ECAUSE2,string,GA_SID_2015q4_CORE,ICD-10-CM E Cause 2
I10_ECAUSE3,string,GA_SID_2015q4_CORE,ICD-10-CM E Cause 3
I10_ECAUSE4,string,GA_SID_2015q4_CORE,ICD-10-CM E Cause 4
I10_ECAUSE5,string,GA_SID_2015q4_CORE,ICD-10-CM E Cause 5
I10_ECAUSE6,string,GA_SID_2015q4_CORE,ICD-10-CM E Cause 6
I10_ECAUSE7,string,GA_SID_2015q4_CORE,ICD-10-CM E Cause 7
I10_ECAUSE8,string,GA_SID_2015q4_CORE,ICD-10-CM E Cause 8
I10_ECAUSE9,string,GA_SID_2015q4_CORE,ICD-10-CM E Cause 9
I10_ECauseCCS1,int32,GA_SID_2015q4_CORE,ICD-10-CM CCS: E Cause 1
I10_ECauseCCS2,int32,GA_SID_2015q4_CORE,ICD-10-CM CCS: E Cause 2
I10_ECauseCCS3,int32,GA_SID_2015q4_CORE,ICD-10-CM CCS: E Cause 3
I10_ECauseCCS4,int32,GA_SID_2015q4_CORE,ICD-10-CM CCS: E Cause 4
I10_ECauseCCS5,int32,GA_SID_2015q4_CORE,ICD-10-CM CCS: E Cause 5
I10_ECauseCCS6,int32,GA_SID_2015q4_CORE,ICD-10-CM CCS: E Cause 6
I10_ECauseCCS7,int32,GA_SID_2015q4_CORE,ICD-10-CM CCS: E Cause 7
I10_ECauseCCS8,int32,GA_SID_2015q4_CORE,ICD-10-CM CCS: E Cause 8
I10_ECauseCCS9,int32,GA_SID_2015q4_CORE,ICD-10-CM CCS: E Cause 9
I10_HOSPBRTH,int32,GA_SID_2015q4_CORE,ICD-10-CM Indicator of birth in this hospital
I10_NCHRONIC,int32,GA_SID_2015q4_CORE,ICD-10-CM Number of chronic conditions
I10_NDX,int32,GA_SID_2015q4_CORE,ICD-10-CM Number of diagnoses on this record
I10_NECAUSE,int32,GA_SID_2015q4_CORE,ICD-10-CM Number of E Causes on this record
I10_NEOMAT,int32,GA_SID_2015q4_CORE,ICD-10-CM/PCS Neonatal and/or maternal I10_DX and/or I10_PR
I10_NPR,int32,GA_SID_2015q4_CORE,ICD-10-PCS Number of procedures on this record
I10_ORPROC,int32,GA_SID_2015q4_CORE,ICD-10-PCS Major operating room procedure indicator
I10_PR1,string,GA_SID_2015q4_CORE,ICD-10-PCS Procedure 1
I10_PR10,string,GA_SID_2015q4_CORE,ICD-10-PCS Procedure 10
I10_PR11,string,GA_SID_2015q4_CORE,ICD-10-PCS Procedure 11
I10_PR12,string,GA_SID_2015q4_CORE,ICD-10-PCS Procedure 12
I10_PR13,string,GA_SID_2015q4_CORE,ICD-10-PCS Procedure 13
I10_PR14,string,GA_SID_2015q4_CORE,ICD-10-PCS Procedure 14
I10_PR15,string,GA_SID_2015q4_CORE,ICD-10-PCS Procedure 15
I10_PR16,string,GA_SID_2015q4_CORE,ICD-10-PCS Procedure 16
I10_PR17,string,GA_SID_2015q4_CORE,ICD-10-PCS Procedure 17
I10_PR18,string,GA_SID_2015q4_CORE,ICD-10-PCS Procedure 18
I10_PR19,string,GA_SID_2015q4_CORE,ICD-10-PCS Procedure 19
I10_PR2,string,GA_SID_2015q4_CORE,ICD-10-PCS Procedure 2
I10_PR20,string,GA_SID_2015q4_CORE,ICD-10-PCS Procedure 20
I10_PR21,string,GA_SID_2015q4_CORE,ICD-10-PCS Procedure 21
I10_PR22,string,GA_SID_2015q4_CORE,ICD-10-PCS Procedure 22
I10_PR23,string,GA_SID_2015q4_CORE,ICD-10-PCS Procedure 23
I10_PR24,string,GA_SID_2015q4_CORE,ICD-10-PCS Procedure 24
I10_PR25,string,GA_SID_2015q4_CORE,ICD-10-PCS Procedure 25
I10_PR26,string,GA_SID_2015q4_CORE,ICD-10-PCS Procedure 26
I10_PR27,string,GA_SID_2015q4_CORE,ICD-10-PCS Procedure 27
I10_PR28,string,GA_SID_2015q4_CORE,ICD-10-PCS Procedure 28
I10_PR29,string,GA_SID_2015q4_CORE,ICD-10-PCS Procedure 29
I10_PR3,string,GA_SID_2015q4_CORE,ICD-10-PCS Procedure 3
I10_PR30,string,GA_SID_2015q4_CORE,ICD-10-PCS Procedure 30
I10_PR31,string,GA_SID_2015q4_CORE,ICD-10-PCS Procedure 31
I10_PR32,string,GA_SID_2015q4_CORE,ICD-10-PCS Procedure 32
I10_PR33,string,GA_SID_2015q4_CORE,ICD-10-PCS Procedure 33
I10_PR34,string,GA_SID_2015q4_CORE,ICD-10-PCS Procedure 34
I10_PR35,string,GA_SID_2015q4_CORE,ICD-10-PCS Procedure 35
I10_PR36,string,GA_SID_2015q4_CORE,ICD-10-PCS Procedure 36
I10_PR37,string,GA_SID_2015q4_CORE,ICD-10-PCS Procedure 37
I10_PR38,string,GA_SID_2015q4_CORE,ICD-10-PCS Procedure 38
I10_PR39,string,GA_SID_2015q4_CORE,ICD-10-PCS Procedure 39
I10_PR4,string,GA_SID_2015q4_CORE,ICD-10-PCS Procedure 4
I10_PR40,string,GA_SID_2015q4_CORE,ICD-10-PCS Procedure 40
I10_PR41,string,GA_SID_2015q4_CORE,ICD-10-PCS Procedure 41
I10_PR42,string,GA_SID_2015q4_CORE,ICD-10-PCS Procedure 42
I10_PR43,string,GA_SID_2015q4_CORE,ICD-10-PCS Procedure 43
I10_PR44,string,GA_SID_2015q4_CORE,ICD-10-PCS Procedure 44
I10_PR45,string,GA_SID_2015q4_CORE,ICD-10-PCS Procedure 45
I10_PR46,string,GA_SID_2015q4_CORE,ICD-10-PCS Procedure 46
I10_PR47,string,GA_SID_2015q4_CORE,ICD-10-PCS Procedure 47
I10_PR48,string,GA_SID_2015q4_CORE,ICD-10-PCS Procedure 48
I10_PR49,string,GA_SID_2015q4_CORE,ICD-10-PCS Procedure 49
I10_PR5,string,GA_SID_2015q4_CORE,ICD-10-PCS Procedure 5
I10_PR50,string,GA_SID_2015q4_CORE,ICD-10-PCS Procedure 50
I10_PR6,string,GA_SID_2015q4_CORE,ICD-10-PCS Procedure 6
I10_PR7,string,GA_SID_2015q4_CORE,ICD-10-PCS Procedure 7
I10_PR8,string,GA_SID_2015q4_CORE,ICD-10-PCS Procedure 8
I10_PR9,string,GA_SID_2015q4_CORE,ICD-10-PCS Procedure 9
I10_PRCCS1,int32,GA_SID_2015q4_CORE,ICD-10-PCS CCS: procedure 1
I10_PRCCS10,int32,GA_SID_2015q4_CORE,ICD-10-PCS CCS: procedure 10
I10_PRCCS11,int32,GA_SID_2015q4_CORE,ICD-10-PCS CCS: procedure 11
I10_PRCCS12,int32,GA_SID_2015q4_CORE,ICD-10-PCS CCS: procedure 12
I10_PRCCS13,int32,GA_SID_2015q4_CORE,ICD-10-PCS CCS: procedure 13
I10_PRCCS14,int32,GA_SID_2015q4_CORE,ICD-10-PCS CCS: procedure 14
I10_PRCCS15,int32,GA_SID_2015q4_CORE,ICD-10-PCS CCS: procedure 15
I10_PRCCS16,int32,GA_SID_2015q4_CORE,ICD-10-PCS CCS: procedure 16
I10_PRCCS17,int32,GA_SID_2015q4_CORE,ICD-10-PCS CCS: procedure 17
I10_PRCCS18,int32,GA_SID_2015q4_CORE,ICD-10-PCS CCS: procedure 18
I10_PRCCS19,int32,GA_SID_2015q4_CORE,ICD-10-PCS CCS: procedure 19
I10_PRCCS2,int32,GA_SID_2015q4_CORE,ICD-10-PCS CCS: procedure 2
I10_PRCCS20,int32,GA_SID_2015q4_CORE,ICD-10-PCS CCS: procedure 20
I10_PRCCS21,int32,GA_SID_2015q4_CORE,ICD-10-PCS CCS: procedure 21
I10_PRCCS22,int32,GA_SID_2015q4_CORE,ICD-10-PCS CCS: procedure 22
I10_PRCCS23,int32,GA_SID_2015q4_CORE,ICD-10-PCS CCS: procedure 23
I10_PRCCS24,int32,GA_SID_2015q4_CORE,ICD-10-PCS CCS: procedure 24
I10_PRCCS25,int32,GA_SID_2015q4_CORE,ICD-10-PCS CCS: procedure 25
I10_PRCCS26,int32,GA_SID_2015q4_CORE,ICD-10-PCS CCS: procedure 26
I10_PRCCS27,int32,GA_SID_2015q4_CORE,ICD-10-PCS CCS: procedure 27
I10_PRCCS28,int32,GA_SID_2015q4_CORE,ICD-10-PCS CCS: procedure 28
I10_PRCCS29,int32,GA_SID_2015q4_CORE,ICD-10-PCS CCS: procedure 29
I10_PRCCS3,int32,GA_SID_2015q4_CORE,ICD-10-PCS CCS: procedure 3
I10_PRCCS30,int32,GA_SID_2015q4_CORE,ICD-10-PCS CCS: procedure 30
I10_PRCCS31,int32,GA_SID_2015q4_CORE,ICD-10-PCS CCS: procedure 31
I10_PRCCS32,int32,GA_SID_2015q4_CORE,ICD-10-PCS CCS: procedure 32
I10_PRCCS33,int32,GA_SID_2015q4_CORE,ICD-10-PCS CCS: procedure 33
I10_PRCCS34,int32,GA_SID_2015q4_CORE,ICD-10-PCS CCS: procedure 34
I10_PRCCS35,int32,GA_SID_2015q4_CORE,ICD-10-PCS CCS: procedure 35
I10_PRCCS36,int32,GA_SID_2015q4_CORE,ICD-10-PCS CCS: procedure 36
I10_PRCCS37,int32,GA_SID_2015q4_CORE,ICD-10-PCS CCS: procedure 37
I10_PRCCS38,int32,GA_SID_2015q4_CORE,ICD-10-PCS CCS: procedure 38
I10_PRCCS39,int32,GA_SID_2015q4_CORE,ICD-10-PCS CCS: procedure 39
I10_PRCCS4,int32,GA_SID_2015q4_CORE,ICD-10-PCS CCS: procedure 4
I10_PRCCS40,int32,GA_SID_2015q4_CORE,ICD-10-PCS CCS: procedure 40
I10_PRCCS41,int32,GA_SID_2015q4_CORE,ICD-10-PCS CCS: procedure 41
I10_PRCCS42,int32,GA_SID_2015q4_CORE,ICD-10-PCS CCS: procedure 42
I10_PRCCS43,int32,GA_SID_2015q4_CORE,ICD-10-PCS CCS: procedure 43
I10_PRCCS44,int32,GA_SID_2015q4_CORE,ICD-10-PCS CCS: procedure 44
I10_PRCCS45,int32,GA_SID_2015q4_CORE,ICD-10-PCS CCS: procedure 45
I10_PRCCS46,int32,GA_SID_2015q4_CORE,ICD-10-PCS CCS: procedure 46
I10_PRCCS47,int32,GA_SID_2015q4_CORE,ICD-10-PCS CCS: procedure 47
I10_PRCCS48,int32,GA_SID_2015q4_CORE,ICD-10-PCS CCS: procedure 48
I10_PRCCS49,int32,GA_SID_2015q4_CORE,ICD-10-PCS CCS: procedure 49
I10_PRCCS5,int32,GA_SID_2015q4_CORE,ICD-10-PCS CCS: procedure 5
I10_PRCCS50,int32,GA_SID_2015q4_CORE,ICD-10-PCS CCS: procedure 50
I10_PRCCS6,int32,GA_SID_2015q4_CORE,ICD-10-PCS CCS: procedure 6
I10_PRCCS7,int32,GA_SID_2015q4_CORE,ICD-10-PCS CCS: procedure 7
I10_PRCCS8,int32,GA_SID_2015q4_CORE,ICD-10-PCS CCS: procedure 8
I10_PRCCS9,int32,GA_SID_2015q4_CORE,ICD-10-PCS CCS: procedure 9
I10_PROCTYPE,int32,GA_SID_2015q4_CORE,ICD-10-PCS Procedure type indicator
I10_SERVICELINE,int32,GA_SID_2015q4_CORE,ICD-10-CM/PCS Hospital Service Line
KEY,double,GA_SID_2015q4_CORE,HCUP record identifier
LOS,int32,GA_SID_2015q4_CORE,Length of stay (cleaned)
LOS_X,int32,GA_SID_2015q4_CORE,Length of stay (as received from source)
MARITALSTATUSUB04,string,GA_SID_2015q4_CORE,"Patient's marital status, UB-04 standard coding"
